index,Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
5053,64.5,Male,United States of America,Some college/university study without earning a bachelor’s degree,Product/Project Manager,20.0,137499.5
5054,57.0,Male,Spain,Master’s degree,Data Scientist,20.0,54999.5
5055,32.0,Male,Brazil,Master’s degree,Data Scientist,20.0,2499.5
5056,32.0,Male,Other,Master’s degree,Other,2.0,27499.5
5057,37.0,Male,Japan,Master’s degree,Other,0.0,174999.5
5058,37.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,112499.5
5059,57.0,Male,Thailand,Doctoral degree,Research Scientist,5.0,34999.5
5060,42.0,Male,United States of America,Master’s degree,Product/Project Manager,2.0,112499.5
5061,32.0,Male,South Korea,Bachelor’s degree,Data Engineer,2.0,34999.5
5062,32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,112499.5
5063,42.0,Male,Australia,Bachelor’s degree,Data Analyst,20.0,112499.5
5064,42.0,Male,United States of America,Master’s degree,DBA/Database Engineer,10.0,94999.5
5065,52.0,Male,United States of America,Master’s degree,Data Scientist,2.0,84999.5
5066,47.0,Male,Japan,Master’s degree,Other,20.0,27499.5
5067,32.0,Male,Colombia,Doctoral degree,Research Scientist,10.0,2499.5
5068,32.0,Male,Taiwan,Master’s degree,Data Scientist,5.0,27499.5
5069,42.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
5070,37.0,Male,United States of America,Master’s degree,Software Engineer,10.0,112499.5
5071,27.0,Male,India,Master’s degree,Data Scientist,2.0,8749.5
5072,52.0,Female,Japan,Bachelor’s degree,Data Analyst,5.0,6249.5
5073,32.0,Male,United States of America,Bachelor’s degree,Data Engineer,10.0,94999.5
5074,27.0,Male,United States of America,Master’s degree,Data Scientist,2.0,137499.5
5075,27.0,Male,United States of America,Master’s degree,Data Analyst,10.0,112499.5
5076,32.0,Male,Indonesia,Master’s degree,Research Scientist,0.0,17499.5
5077,37.0,Male,United States of America,Bachelor’s degree,Data Analyst,20.0,137499.5
5078,37.0,Male,Israel,Bachelor’s degree,Data Scientist,20.0,224999.5
5079,37.0,Male,United States of America,Bachelor’s degree,Software Engineer,5.0,54999.5
5080,47.0,Male,Japan,Master’s degree,Product/Project Manager,5.0,6249.5
5081,47.0,Male,South Korea,Professional degree,Software Engineer,2.0,12499.5
5082,23.0,Male,Brazil,Bachelor’s degree,Data Scientist,2.0,12499.5
5083,52.0,Male,Canada,Doctoral degree,Product/Project Manager,10.0,84999.5
5084,23.0,Male,India,Bachelor’s degree,Other,0.0,6249.5
5085,42.0,Prefer not to say,Australia,Bachelor’s degree,Product/Project Manager,20.0,174999.5
5086,37.0,Male,Mexico,Master’s degree,Other,0.0,27499.5
5087,23.0,Male,Denmark,Master’s degree,Other,5.0,54999.5
5088,32.0,Male,Brazil,Doctoral degree,Research Scientist,5.0,1499.5
5089,37.0,Male,Brazil,Doctoral degree,Research Scientist,5.0,44999.5
5090,27.0,Male,Canada,Master’s degree,Data Scientist,10.0,64999.5
5091,47.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,6249.5
5092,37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,112499.5
5093,27.0,Female,Saudi Arabia,Master’s degree,Statistician,2.0,44999.5
5094,37.0,Female,United States of America,Doctoral degree,Data Scientist,10.0,112499.5
5095,23.0,Female,Indonesia,No formal education past high school,Statistician,5.0,6249.5
5096,27.0,Male,Japan,Master’s degree,Software Engineer,2.0,4499.5
5097,27.0,Male,Republic of Korea,Bachelor’s degree,Data Analyst,2.0,4499.5
5098,47.0,Male,United States of America,Bachelor’s degree,Software Engineer,20.0,174999.5
5099,57.0,Male,United States of America,Master’s degree,Other,0.0,137499.5
5100,32.0,Male,United States of America,Master’s degree,Data Analyst,5.0,94999.5
5101,37.0,Male,Viet Nam,Master’s degree,Data Scientist,10.0,17499.5
5102,27.0,Male,United States of America,Master’s degree,Other,2.0,112499.5
5103,27.0,Male,Tunisia,Master’s degree,Data Scientist,2.0,74999.5
5104,37.0,Male,Hong Kong (S.A.R.),Master’s degree,Data Analyst,5.0,137499.5
5105,32.0,Male,Japan,Master’s degree,Software Engineer,2.0,4499.5
5106,42.0,Male,South Korea,I prefer not to answer,Software Engineer,0.0,74999.5
5107,52.0,Male,Brazil,Bachelor’s degree,Software Engineer,20.0,94999.5
5108,57.0,Male,Chile,Doctoral degree,Research Scientist,10.0,1499.5
5109,47.0,Female,United States of America,Master’s degree,Data Scientist,2.0,112499.5
5110,47.0,Male,Republic of Korea,Master’s degree,Product/Project Manager,20.0,44999.5
5111,57.0,Male,Brazil,Doctoral degree,Other,5.0,4499.5
5112,27.0,Male,Philippines,Master’s degree,Data Scientist,10.0,27499.5
5113,37.0,Male,Republic of Korea,Master’s degree,Data Scientist,10.0,137499.5
5114,32.0,Male,United States of America,Master’s degree,Data Analyst,2.0,137499.5
5115,42.0,Male,Australia,Doctoral degree,Research Scientist,10.0,74999.5
5116,64.5,Male,Japan,Bachelor’s degree,Software Engineer,20.0,54999.5
5117,42.0,Male,Brazil,Doctoral degree,Research Scientist,2.0,44999.5
5118,27.0,Male,United States of America,Master’s degree,Software Engineer,5.0,74999.5
5119,32.0,Male,South Korea,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,4499.5
5120,42.0,Male,China,No formal education past high school,Data Analyst,2.0,17499.5
5121,23.0,Female,India,Bachelor’s degree,Data Analyst,5.0,1499.5
5122,19.5,Male,Canada,Bachelor’s degree,Software Engineer,2.0,34999.5
5123,64.5,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,5.0,174999.5
5124,47.0,Female,United States of America,Master’s degree,Data Scientist,20.0,174999.5
5125,27.0,Prefer not to say,China,Master’s degree,Data Analyst,2.0,17499.5
5126,37.0,Male,Philippines,Bachelor’s degree,Data Analyst,10.0,1499.5
5127,42.0,Male,Taiwan,Bachelor’s degree,Research Scientist,2.0,1499.5
5128,32.0,Female,United States of America,Master’s degree,Data Scientist,20.0,112499.5
5129,42.0,Female,United States of America,Bachelor’s degree,Business Analyst,2.0,74999.5
5130,57.0,Female,United States of America,Doctoral degree,Data Analyst,10.0,94999.5
5131,47.0,Male,South Korea,I prefer not to answer,Software Engineer,0.0,112499.5
5132,27.0,Male,United States of America,Bachelor’s degree,Data Engineer,5.0,174999.5
5133,37.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,5.0,64999.5
5134,37.0,Female,India,Doctoral degree,Research Scientist,5.0,224999.5
5135,37.0,Male,United States of America,Master’s degree,Data Scientist,2.0,94999.5
5136,32.0,Male,Canada,Master’s degree,Business Analyst,2.0,54999.5
5137,27.0,Male,Brazil,Bachelor’s degree,Business Analyst,2.0,6249.5
5138,32.0,Male,Japan,Doctoral degree,Research Scientist,10.0,400000.0
5139,19.5,Female,India,Bachelor’s degree,Data Analyst,0.0,8749.5
5140,32.0,Male,United States of America,Master’s degree,Product/Project Manager,5.0,137499.5
5141,27.0,Male,Hong Kong (S.A.R.),Master’s degree,Data Scientist,10.0,64999.5
5142,27.0,Male,Japan,Master’s degree,Software Engineer,2.0,12499.5
5143,52.0,Male,Australia,Doctoral degree,Research Scientist,20.0,94999.5
5144,27.0,Male,United States of America,Master’s degree,Other,10.0,84999.5
5145,42.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,174999.5
5146,32.0,Male,India,Master’s degree,Data Scientist,10.0,64999.5
5147,47.0,Male,South Korea,Master’s degree,Software Engineer,2.0,4499.5
5148,42.0,Male,China,Doctoral degree,Research Scientist,5.0,64999.5
5149,32.0,Male,Colombia,Doctoral degree,Data Analyst,10.0,1499.5
5150,27.0,Male,Russia,Master’s degree,Research Scientist,5.0,34999.5
5151,52.0,Male,Singapore,Professional degree,Software Engineer,20.0,84999.5
5152,64.5,Male,Mexico,Bachelor’s degree,Data Engineer,5.0,54999.5
5153,47.0,Male,Taiwan,Master’s degree,Product/Project Manager,20.0,22499.5
5154,64.5,Male,United States of America,Bachelor’s degree,Data Scientist,20.0,224999.5
5155,32.0,Male,Brazil,Doctoral degree,Data Scientist,2.0,22499.5
5156,27.0,Male,Japan,Master’s degree,Data Analyst,0.0,44999.5
5157,23.0,Male,United States of America,Master’s degree,Data Analyst,2.0,74999.5
5158,52.0,Male,Indonesia,Master’s degree,Research Scientist,5.0,2499.5
5159,27.0,Male,India,Master’s degree,Business Analyst,2.0,12499.5
5160,42.0,Male,Brazil,Doctoral degree,Data Engineer,20.0,84999.5
5161,27.0,Male,China,Doctoral degree,Research Scientist,10.0,64999.5
5162,19.5,Male,India,Bachelor’s degree,Data Scientist,2.0,6249.5
5163,27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,8749.5
5164,37.0,Male,Japan,Doctoral degree,Research Scientist,5.0,54999.5
5165,27.0,Male,Peru,Bachelor’s degree,Business Analyst,5.0,1499.5
5166,27.0,Male,India,Professional degree,Software Engineer,5.0,1499.5
5167,52.0,Male,India,Professional degree,Product/Project Manager,2.0,44999.5
5168,64.5,Male,Argentina,Master’s degree,Data Analyst,5.0,74999.5
5169,32.0,Male,United States of America,Master’s degree,Data Analyst,10.0,54999.5
5170,37.0,Male,Japan,Some college/university study without earning a bachelor’s degree,Other,10.0,6249.5
5171,27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,12499.5
5172,42.0,Male,Brazil,Bachelor’s degree,Software Engineer,2.0,27499.5
5173,27.0,Male,Russia,Doctoral degree,Research Scientist,10.0,44999.5
5174,47.0,Male,India,Master’s degree,Other,2.0,54999.5
5175,52.0,Prefer not to say,United States of America,Doctoral degree,Data Scientist,5.0,74999.5
5176,27.0,Male,Indonesia,Master’s degree,Other,0.0,1499.5
5177,23.0,Male,Colombia,Master’s degree,Data Scientist,5.0,54999.5
5178,23.0,Male,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,17499.5
5179,42.0,Male,United States of America,Bachelor’s degree,Software Engineer,5.0,224999.5
5180,37.0,Male,India,Master’s degree,Data Scientist,10.0,34999.5
5181,57.0,Male,Canada,Some college/university study without earning a bachelor’s degree,Business Analyst,10.0,74999.5
5182,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
5183,47.0,Female,United States of America,Doctoral degree,Research Scientist,20.0,137499.5
5184,42.0,Male,United States of America,Master’s degree,Other,5.0,112499.5
5185,57.0,Male,Brazil,Master’s degree,Research Scientist,2.0,400000.0
5186,27.0,Male,Japan,Master’s degree,Software Engineer,5.0,34999.5
5187,37.0,Female,Taiwan,Master’s degree,Software Engineer,0.0,400000.0
5188,52.0,Male,Japan,Doctoral degree,Research Scientist,20.0,84999.5
5189,32.0,Male,Brazil,Master’s degree,Data Scientist,2.0,12499.5
5190,37.0,Male,India,Master’s degree,Product/Project Manager,10.0,34999.5
5191,52.0,Male,Taiwan,Master’s degree,Data Scientist,20.0,112499.5
5192,37.0,Male,Taiwan,Master’s degree,Software Engineer,20.0,27499.5
5193,32.0,Male,Brazil,Doctoral degree,Research Scientist,5.0,2499.5
5194,32.0,Male,India,Bachelor’s degree,Software Engineer,0.0,12499.5
5195,52.0,Male,South Korea,Doctoral degree,Data Analyst,20.0,174999.5
5196,47.0,Male,United States of America,Master’s degree,Other,20.0,174999.5
5197,37.0,Male,Taiwan,I prefer not to answer,Data Scientist,5.0,34999.5
5198,27.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Scientist,10.0,174999.5
5199,32.0,Male,Viet Nam,I prefer not to answer,Data Scientist,2.0,1499.5
5200,32.0,Female,United States of America,Master’s degree,Software Engineer,5.0,84999.5
5201,42.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,174999.5
5202,52.0,Female,Chile,Doctoral degree,Other,5.0,54999.5
5203,32.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,224999.5
5204,27.0,Male,United States of America,Master’s degree,Software Engineer,10.0,74999.5
5205,57.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,5.0,137499.5
5206,32.0,Male,India,Master’s degree,Software Engineer,0.0,4499.5
5207,42.0,Male,India,Doctoral degree,Data Scientist,10.0,17499.5
5208,32.0,Male,Singapore,Bachelor’s degree,Data Analyst,20.0,64999.5
5209,27.0,Male,China,Bachelor’s degree,Software Engineer,0.0,1499.5
5210,27.0,Male,United States of America,Master’s degree,Research Scientist,5.0,137499.5
5211,47.0,Male,India,Bachelor’s degree,Product/Project Manager,20.0,274999.5
5212,47.0,Male,Taiwan,Professional degree,Product/Project Manager,20.0,54999.5
5213,27.0,Male,China,Master’s degree,Data Scientist,5.0,44999.5
5214,23.0,Male,United States of America,Master’s degree,Research Scientist,5.0,94999.5
5215,23.0,Male,Brazil,Bachelor’s degree,Statistician,10.0,44999.5
5216,23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,17499.5
5217,27.0,Male,Canada,Master’s degree,Data Scientist,2.0,64999.5
5218,23.0,Male,United States of America,Master’s degree,Data Analyst,5.0,44999.5
5219,32.0,Male,Brazil,Bachelor’s degree,Data Scientist,5.0,34999.5
5220,47.0,Male,Taiwan,Master’s degree,Data Engineer,2.0,54999.5
5221,27.0,Male,Taiwan,Master’s degree,Data Scientist,2.0,1499.5
5222,23.0,Male,Taiwan,Master’s degree,Data Scientist,5.0,44999.5
5223,32.0,Male,India,Master’s degree,Other,0.0,12499.5
5224,23.0,Male,India,Master’s degree,Other,2.0,6249.5
5225,27.0,Male,Singapore,Bachelor’s degree,Data Engineer,5.0,64999.5
5226,64.5,Male,Other,Doctoral degree,Statistician,20.0,54999.5
5227,37.0,Male,China,Bachelor’s degree,Product/Project Manager,10.0,54999.5
5228,27.0,Male,Indonesia,Master’s degree,Data Scientist,5.0,3499.5
5229,37.0,Male,Japan,Master’s degree,Data Analyst,10.0,112499.5
5230,42.0,Female,United States of America,Doctoral degree,Research Scientist,20.0,174999.5
5231,27.0,Male,Pakistan,Bachelor’s degree,Software Engineer,5.0,6249.5
5232,64.5,Male,Chile,Some college/university study without earning a bachelor’s degree,Software Engineer,20.0,3499.5
5233,42.0,Female,Canada,Bachelor’s degree,Software Engineer,2.0,84999.5
5234,42.0,Male,India,Master’s degree,Product/Project Manager,0.0,34999.5
5235,37.0,Male,Taiwan,Master’s degree,Software Engineer,5.0,27499.5
5236,32.0,Male,India,Master’s degree,Data Scientist,10.0,84999.5
5237,47.0,Female,United States of America,Master’s degree,Data Scientist,5.0,27499.5
5238,47.0,Male,Taiwan,Professional degree,Research Scientist,20.0,34999.5
5239,47.0,Male,United States of America,Bachelor’s degree,Research Scientist,20.0,224999.5
5240,27.0,Male,Japan,Master’s degree,Other,5.0,27499.5
5241,32.0,Male,Malaysia,Bachelor’s degree,Software Engineer,2.0,1499.5
5242,47.0,Male,India,Professional degree,Other,10.0,112499.5
5243,37.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
5244,27.0,Male,Hong Kong (S.A.R.),Master’s degree,Data Scientist,10.0,12499.5
5245,27.0,Male,China,Bachelor’s degree,Data Analyst,2.0,1499.5
5246,37.0,Male,Malaysia,Master’s degree,Data Scientist,10.0,34999.5
5247,27.0,Female,United States of America,Master’s degree,Data Scientist,2.0,112499.5
5248,23.0,Male,China,Bachelor’s degree,Data Engineer,2.0,2499.5
5249,32.0,Male,United States of America,Doctoral degree,Research Scientist,5.0,174999.5
5250,52.0,Male,United States of America,Master’s degree,Data Engineer,10.0,174999.5
5251,37.0,Male,Brazil,Master’s degree,Data Scientist,5.0,54999.5
5252,32.0,Male,South Korea,Bachelor’s degree,DBA/Database Engineer,5.0,94999.5
5253,47.0,Female,Japan,Some college/university study without earning a bachelor’s degree,Other,0.0,4499.5
5254,27.0,Female,India,Bachelor’s degree,Other,5.0,22499.5
5255,23.0,Male,China,Bachelor’s degree,Data Analyst,5.0,1499.5
5256,47.0,Male,Japan,Bachelor’s degree,Software Engineer,2.0,74999.5
5257,27.0,Male,India,Master’s degree,Data Scientist,5.0,12499.5
5258,37.0,Female,Italy,Doctoral degree,Data Scientist,10.0,44999.5
5259,23.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,137499.5
5260,27.0,Male,China,Master’s degree,Data Analyst,2.0,22499.5
5261,32.0,Female,Australia,Master’s degree,Data Scientist,10.0,112499.5
5262,37.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,174999.5
5263,47.0,Male,Canada,Bachelor’s degree,Data Engineer,2.0,112499.5
5264,37.0,Male,United States of America,Doctoral degree,Other,10.0,137499.5
5265,27.0,Male,China,Bachelor’s degree,Software Engineer,5.0,27499.5
5266,27.0,Male,Brazil,Bachelor’s degree,DBA/Database Engineer,0.0,400000.0
5267,37.0,Male,India,Master’s degree,Data Scientist,2.0,2499.5
5268,32.0,Male,India,Master’s degree,Data Analyst,0.0,1499.5
5269,32.0,Male,Brazil,Doctoral degree,Software Engineer,2.0,2499.5
5270,64.5,Male,India,Master’s degree,Product/Project Manager,20.0,74999.5
5271,27.0,Male,China,Master’s degree,Data Scientist,2.0,44999.5
5272,27.0,Male,Taiwan,Master’s degree,Software Engineer,2.0,12499.5
5273,19.5,Male,India,Bachelor’s degree,Software Engineer,2.0,8749.5
5274,37.0,Male,Taiwan,Doctoral degree,Research Scientist,10.0,1499.5
